country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
India,2010,male,35-54 years,420,1089789,38.54,India2010,0.949,10516601,9650,Generation Z
India,2010,male,55-74 years,1355,4557624,29.73,India2010,0.949,43981646,9650,Generation X
India,2010,male,75+ years,474,3006406,15.77,India2010,0.949,29012196,9650,Silent
India,2010,female,5-14 years,183,4800789,3.81,India2010,0.949,46328218,9650,Generation X
India,2010,female,15-24 years,329,1467497,22.42,India2010,0.949,14161531,9650,Generation X
India,2010,female,25-34 years,628,2737877,22.94,India2010,0.949,26420858,9650,Generation Z
India,2010,female,35-54 years,236,1249834,18.88,India2010,0.949,12061055,9650,Millenials
India,2010,female,55-74 years,1370,4111710,33.32,India2010,0.949,39678519,9650,Generation Z
India,2010,female,75+ years,1487,3976200,37.4,India2010,0.949,38370831,9650,Generation X
India,2011,male,5-14 years,11,349515,3.15,India2011,0.951,3554556,10169,Millenials
India,2011,male,15-24 years,1429,4464627,32.01,India2011,0.951,45405115,10169,Generation Z
India,2011,male,25-34 years,701,3400867,20.61,India2011,0.951,34586709,10169,G.I. Generation
India,2011,male,35-54 years,1038,2668164,38.9,India2011,0.951,27135143,10169,Millenials
India,2011,male,55-74 years,1939,4161995,46.59,India2011,0.951,42327357,10169,Generation Z
India,2011,male,75+ years,2682,3592821,74.65,India2011,0.951,36538875,10169,Boomers
India,2011,female,5-14 years,115,1767868,6.51,India2011,0.951,17979161,10169,Silent
India,2011,female,15-24 years,27,227449,11.87,India2011,0.951,2313149,10169,Millenials
India,2011,female,25-34 years,530,1726901,30.69,India2011,0.951,17562528,10169,Millenials
India,2011,female,35-54 years,736,3961943,18.58,India2011,0.951,40292834,10169,Millenials
India,2011,female,55-74 years,72,1313687,5.48,India2011,0.951,13360155,10169,Silent
India,2011,female,75+ years,509,3589560,14.18,India2011,0.951,36505711,10169,G.I. Generation
India,2012,male,5-14 years,263,4704385,5.59,India2012,0.953,44417992,9441,G.I. Generation
India,2012,male,15-24 years,1176,2988561,39.35,India2012,0.953,28217477,9441,G.I. Generation
India,2012,male,25-34 years,378,3445401,10.97,India2012,0.953,32530882,9441,G.I. Generation
India,2012,male,35-54 years,977,4368371,22.37,India2012,0.953,41245405,9441,Boomers
India,2012,male,55-74 years,601,2732851,21.99,India2012,0.953,25803107,9441,Boomers
India,2012,male,75+ years,1511,2571908,58.75,India2012,0.953,24283511,9441,Generation Z
India,2012,female,5-14 years,37,3047159,1.21,India2012,0.953,28770749,9441,Silent
India,2012,female,15-24 years,324,1939670,16.7,India2012,0.953,18314029,9441,G.I. Generation
India,2012,female,25-34 years,166,1003313,16.55,India2012,0.953,9473108,9441,Generation X
India,2012,female,35-54 years,336,3313466,10.14,India2012,0.953,31285174,9441,Boomers
India,2012,female,55-74 years,200,2186371,9.15,India2012,0.953,20643338,9441,Silent
India,2012,female,75+ years,1076,3405250,31.6,India2012,0.953,32151783,9441,Boomers
India,2013,male,5-14 years,10,319837,3.13,India2013,0.955,3531728,11042,Generation Z
India,2013,male,15-24 years,1221,3491362,34.97,India2013,0.955,38552586,11042,Silent
India,2013,male,25-34 years,246,2129058,11.55,India2013,0.955,23509648,11042,Generation Z
India,2013,male,35-54 years,354,3284372,10.78,India2013,0.955,36266945,11042,Boomers
India,2013,male,55-74 years,153,1903638,8.04,India2013,0.955,21020497,11042,Silent
India,2013,male,75+ years,310,605913,51.16,India2013,0.955,6690659,11042,Generation Z
India,2013,female,5-14 years,88,3363417,2.62,India2013,0.955,37139781,11042,G.I. Generation
India,2013,female,15-24 years,351,3739645,9.39,India2013,0.955,41294195,11042,G.I. Generation
India,2013,female,25-34 years,106,1162654,9.12,India2013,0.955,12838347,11042,Generation X
India,2013,female,35-54 years,564,2432045,23.19,India2013,0.955,26855314,11042,Boomers
India,2013,female,55-74 years,337,1868033,18.04,India2013,0.955,20627337,11042,Generation X
India,2013,female,75+ years,1438,4292227,33.5,India2013,0.955,47395959,11042,G.I. Generation
India,2014,male,5-14 years,69,2197846,3.14,India2014,0.957,25148994,11442,Silent
India,2014,male,15-24 years,97,1489098,6.51,India2014,0.957,17039099,11442,Millenials
India,2014,male,25-34 years,1032,2743430,37.62,India2014,0.957,31391874,11442,Boomers
India,2014,male,35-54 years,611,1536168,39.77,India2014,0.957,17577701,11442,Millenials
India,2014,male,55-74 years,166,1316028,12.61,India2014,0.957,15058735,11442,Generation X
India,2014,male,75+ years,593,1897744,31.25,India2014,0.957,21715058,11442,Silent
India,2014,female,5-14 years,71,4083313,1.74,India2014,0.957,46723572,11442,Generation Z
India,2014,female,15-24 years,225,2525782,8.91,India2014,0.957,28901423,11442,Generation Z
India,2014,female,25-34 years,149,858312,17.36,India2014,0.957,9821290,11442,Generation Z
India,2014,female,35-54 years,58,1696111,3.42,India2014,0.957,19407859,11442,Generation X
India,2014,female,55-74 years,822,2320383,35.43,India2014,0.957,26551132,11442,Silent
India,2014,female,75+ years,254,1553211,16.35,India2014,0.957,17772717,11442,Generation X
India,2015,male,5-14 years,375,3402619,11.02,India2015,0.959,37934814,11148,Millenials
India,2015,male,15-24 years,1525,4949365,30.81,India2015,0.959,55179038,11148,G.I. Generation
India,2015,male,25-34 years,676,2709248,24.95,India2015,0.959,30204622,11148,Boomers
India,2015,male,35-54 years,1061,2519268,42.12,India2015,0.959,28086589,11148,G.I. Generation
India,2015,male,55-74 years,597,4038645,14.78,India2015,0.959,45025684,11148,G.I. Generation
India,2015,male,75+ years,532,3859745,13.78,India2015,0.959,43031180,11148,Generation X
India,2015,female,5-14 years,192,4125710,4.65,India2015,0.959,45996347,11148,Boomers
India,2015,female,15-24 years,351,2550197,13.76,India2015,0.959,28431408,11148,Generation X
India,2015,female,25-34 years,322,3759692,8.56,India2015,0.959,41915718,11148,Boomers
India,2015,female,35-54 years,280,993450,28.18,India2015,0.959,11075686,11148,Generation Z
India,2015,female,55-74 years,678,4163412,16.28,India2015,0.959,46416675,11148,Generation Z
India,2015,female,75+ years,189,886405,21.32,India2015,0.959,9882272,11148,G.I. Generation
Russia,2000,male,5-14 years,176,2951471,5.96,Russia2000,0.718,153417746,51980,Generation X
Russia,2000,male,15-24 years,296,1412700,20.95,Russia2000,0.718,73432281,51980,Generation Z
Russia,2000,male,25-34 years,1165,3808045,30.59,Russia2000,0.718,197942545,51980,Generation X
Russia,2000,male,35-54 years,1121,3211178,34.91,Russia2000,0.718,166917341,51980,Generation X
Russia,2000,male,55-74 years,465,2860819,16.25,Russia2000,0.718,148705646,51980,Silent
Russia,2000,male,75+ years,3209,4752814,67.52,Russia2000,0.718,247051728,51980,G.I. Generation
Russia,2000,female,5-14 years,91,1343103,6.78,Russia2000,0.718,69814623,51980,Generation X
Russia,2000,female,15-24 years,679,3908078,17.37,Russia2000,0.718,203142270,51980,Generation Z
Russia,2000,female,25-34 years,482,2263929,21.29,Russia2000,0.718,117679247,51980,Silent
Russia,2000,female,35-54 years,505,2109755,23.94,Russia2000,0.718,109665267,51980,Millenials
Russia,2000,female,55-74 years,245,3861888,6.34,Russia2000,0.718,200741309,51980,G.I. Generation
Russia,2000,female,75+ years,1239,3152619,39.3,Russia2000,0.718,163873438,51980,Millenials
Russia,2001,male,5-14 years,26,367575,7.07,Russia2001,0.72,16957454,46133,Generation Z
Russia,2001,male,15-24 years,1621,4982711,32.53,Russia2001,0.72,229868986,46133,Generation X
Russia,2001,male,25-34 years,468,1812833,25.82,Russia2001,0.72,83631999,46133,Generation X
Russia,2001,male,35-54 years,518,3119933,16.6,Russia2001,0.72,143932858,46133,Generation X
Russia,2001,male,55-74 years,457,3131699,14.59,Russia2001,0.72,144475663,46133,G.I. Generation
Russia,2001,male,75+ years,706,3327275,21.22,Russia2001,0.72,153498232,46133,Millenials
Russia,2001,female,5-14 years,195,2915751,6.69,Russia2001,0.72,134513265,46133,Silent
Russia,2001,female,15-24 years,294,1726637,17.03,Russia2001,0.72,79655492,46133,Generation X
Russia,2001,female,25-34 years,191,1557445,12.26,Russia2001,0.72,71850104,46133,Millenials
Russia,2001,female,35-54 years,1299,4815163,26.98,Russia2001,0.72,222139441,46133,Boomers
Russia,2001,female,55-74 years,700,3067003,22.82,Russia2001,0.72,141491022,46133,Boomers
Russia,2001,female,75+ years,1997,4270924,46.76,Russia2001,0.72,197031891,46133,Boomers
Russia,2002,male,5-14 years,226,4582068,4.93,Russia2002,0.722,229748947,50140,Silent
Russia,2002,male,15-24 years,1018,3637039,27.99,Russia2002,0.722,182364356,50140,Generation Z
Russia,2002,male,25-34 years,551,4013507,13.73,Russia2002,0.722,201240795,50140,G.I. Generation
Russia,2002,male,35-54 years,527,4277764,12.32,Russia2002,0.722,214490875,50140,Generation X
Russia,2002,male,55-74 years,756,4690325,16.12,Russia2002,0.722,235177049,50140,Boomers
Russia,2002,male,75+ years,186,1152757,16.14,Russia2002,0.722,57800256,50140,Boomers
Russia,2002,female,5-14 years,46,1510159,3.05,Russia2002,0.722,75720709,50140,Silent
Russia,2002,female,15-24 years,25,1109088,2.25,Russia2002,0.722,55610654,50140,Generation X
Russia,2002,female,25-34 years,845,3805650,22.2,Russia2002,0.722,190818661,50140,G.I. Generation
Russia,2002,female,35-54 years,136,1612480,8.43,Russia2002,0.722,80851175,50140,Generation X
Russia,2002,female,55-74 years,28,233014,12.02,Russia2002,0.722,11683528,50140,Silent
Russia,2002,female,75+ years,1274,3642178,34.98,Russia2002,0.722,182622030,50140,Boomers
Russia,2003,male,5-14 years,135,1706614,7.91,Russia2003,0.724,97264003,56992,Generation X
Russia,2003,male,15-24 years,1315,3702617,35.52,Russia2003,0.724,211020977,56992,Boomers
Russia,2003,male,25-34 years,454,4188556,10.84,Russia2003,0.724,238715800,56992,Generation X
Russia,2003,male,35-54 years,336,761232,44.14,Russia2003,0.724,43384427,56992,Generation Z
Russia,2003,male,55-74 years,797,3061193,26.04,Russia2003,0.724,174464692,56992,Generation X
Russia,2003,male,75+ years,498,2072577,24.03,Russia2003,0.724,118121108,56992,Boomers
Russia,2003,female,5-14 years,228,3718400,6.13,Russia2003,0.724,211920487,56992,Boomers
Russia,2003,female,15-24 years,619,4390493,14.1,Russia2003,0.724,250224671,56992,Silent
Russia,2003,female,25-34 years,628,2890783,21.72,Russia2003,0.724,164752620,56992,G.I. Generation
Russia,2003,female,35-54 years,287,4044707,7.1,Russia2003,0.724,230517502,56992,Millenials
Russia,2003,female,55-74 years,251,769803,32.61,Russia2003,0.724,43872909,56992,Generation X
Russia,2003,female,75+ years,1671,4499350,37.14,Russia2003,0.724,256428691,56992,G.I. Generation
Russia,2004,male,5-14 years,60,2755001,2.18,Russia2004,0.726,152569314,55379,G.I. Generation
Russia,2004,male,15-24 years,752,3791171,19.84,Russia2004,0.726,209951415,55379,Boomers
Russia,2004,male,25-34 years,896,4921122,18.21,Russia2004,0.726,272527018,55379,Millenials
Russia,2004,male,35-54 years,146,1352339,10.8,Russia2004,0.726,74891237,55379,Generation X
Russia,2004,male,55-74 years,984,3521654,27.94,Russia2004,0.726,195025822,55379,Generation X
Russia,2004,male,75+ years,570,1413718,40.32,Russia2004,0.726,78290347,55379,Millenials
Russia,2004,female,5-14 years,61,3776861,1.62,Russia2004,0.726,209158941,55379,Generation Z
Russia,2004,female,15-24 years,330,4067429,8.11,Russia2004,0.726,225250318,55379,Generation X
Russia,2004,female,25-34 years,586,4206036,13.93,Russia2004,0.726,232926241,55379,G.I. Generation
Russia,2004,female,35-54 years,209,1261945,16.56,Russia2004,0.726,69885304,55379,Generation Z
Russia,2004,female,55-74 years,1063,3857041,27.56,Russia2004,0.726,213599232,55379,G.I. Generation
Russia,2004,female,75+ years,71,280430,25.32,Russia2004,0.726,15529944,55379,Generation X
Russia,2005,male,5-14 years,200,4698122,4.26,Russia2005,0.728,262065767,55780,G.I. Generation
Russia,2005,male,15-24 years,1204,3350766,35.93,Russia2005,0.728,186908952,55780,Generation Z
Russia,2005,male,25-34 years,531,4255339,12.48,Russia2005,0.728,237366905,55780,G.I. Generation
Russia,2005,male,35-54 years,348,3913146,8.89,Russia2005,0.728,218279050,55780,G.I. Generation
Russia,2005,male,55-74 years,663,1902397,34.85,Russia2005,0.728,106117535,55780,Boomers
Russia,2005,male,75+ years,1747,4110420,42.5,Russia2005,0.728,229283183,55780,G.I. Generation
Russia,2005,female,5-14 years,203,4818854,4.21,Russia2005,0.728,268800314,55780,Generation Z
Russia,2005,female,15-24 years,448,3443950,13.01,Russia2005,0.728,192106845,55780,Generation Z
Russia,2005,female,25-34 years,86,1072538,8.02,Russia2005,0.728,59827201,55780,Generation Z
Russia,2005,female,35-54 years,97,950161,10.21,Russia2005,0.728,53000895,55780,Silent
Russia,2005,female,55-74 years,349,2873794,12.14,Russia2005,0.728,160302995,55780,G.I. Generation
Russia,2005,female,75+ years,278,1459246,19.05,Russia2005,0.728,81398146,55780,Boomers
Russia,2006,male,5-14 years,252,3249988,7.75,Russia2006,0.73,195971121,60299,Silent
Russia,2006,male,15-24 years,108,1711163,6.31,Russia2006,0.73,103181467,60299,Boomers
Russia,2006,male,25-34 years,988,2330738,42.39,Russia2006,0.73,140541238,60299,Generation Z
Russia,2006,male,35-54 years,1219,2793423,43.64,Russia2006,0.73,168440694,60299,Boomers
Russia,2006,male,55-74 years,1272,3887015,32.72,Russia2006,0.73,234383230,60299,Silent
Russia,2006,male,75+ years,730,2667658,27.36,Russia2006,0.73,160857187,60299,G.I. Generation
Russia,2006,female,5-14 years,199,2885146,6.9,Russia2006,0.73,173971502,60299,Boomers
Russia,2006,female,15-24 years,113,1756859,6.43,Russia2006,0.73,105936891,60299,Generation Z
Russia,2006,female,25-34 years,492,4138048,11.89,Russia2006,0.73,249520276,60299,Generation Z
Russia,2006,female,35-54 years,544,3959830,13.74,Russia2006,0.73,238773904,60299,G.I. Generation
Russia,2006,female,55-74 years,530,4988589,10.62,Russia2006,0.73,300807073,60299,Silent
Russia,2006,female,75+ years,272,777860,34.97,Russia2006,0.73,46904202,60299,G.I. Generation
Russia,2007,male,5-14 years,172,2215273,7.76,Russia2007,0.732,135228621,61043,Generation X
Russia,2007,male,15-24 years,91,969082,9.39,Russia2007,0.732,59156421,61043,Generation X
Russia,2007,male,25-34 years,1443,4026613,35.84,Russia2007,0.732,245799648,61043,Generation Z
Russia,2007,male,35-54 years,50,681178,7.34,Russia2007,0.732,41581674,61043,Boomers
Russia,2007,male,55-74 years,182,1810991,10.05,Russia2007,0.732,110549722,61043,Millenials
Russia,2007,male,75+ years,2389,4207746,56.78,Russia2007,0.732,256856690,61043,Generation Z
Russia,2007,female,5-14 years,296,4368365,6.78,Russia2007,0.732,266661479,61043,Generation Z
Russia,2007,female,15-24 years,108,1225751,8.81,Russia2007,0.732,74824465,61043,G.I. Generation
Russia,2007,female,25-34 years,47,337531,13.92,Russia2007,0.732,20604165,61043,Boomers
Russia,2007,female,35-54 years,202,1705791,11.84,Russia2007,0.732,104127917,61043,Boomers
Russia,2007,female,55-74 years,786,2108885,37.27,Russia2007,0.732,128734296,61043,G.I. Generation
Russia,2007,female,75+ years,800,2769766,28.88,Russia2007,0.732,169076965,61043,Generation Z
Russia,2008,male,5-14 years,32,647341,4.94,Russia2008,0.734,35039308,54128,Millenials
Russia,2008,male,15-24 years,180,1724261,10.44,Russia2008,0.734,93330891,54128,Silent
Russia,2008,male,25-34 years,139,657732,21.13,Russia2008,0.734,35601752,54128,Boomers
Russia,2008,male,35-54 years,280,1579168,17.73,Russia2008,0.734,85477289,54128,Millenials
Russia,2008,male,55-74 years,2258,4379042,51.56,Russia2008,0.734,237029019,54128,Boomers
Russia,2008,male,75+ years,1290,3530266,36.54,Russia2008,0.734,191086426,54128,Millenials
Russia,2008,female,5-14 years,207,4066075,5.09,Russia2008,0.734,220088724,54128,Boomers
Russia,2008,female,15-24 years,342,3722745,9.19,Russia2008,0.734,201504940,54128,Silent
Russia,2008,female,25-34 years,18,472066,3.81,Russia2008,0.734,25552013,54128,Silent
Russia,2008,female,35-54 years,226,1128489,20.03,Russia2008,0.734,61082912,54128,Generation Z
Russia,2008,female,55-74 years,228,1819092,12.53,Russia2008,0.734,98463909,54128,G.I. Generation
Russia,2008,female,75+ years,327,2174259,15.04,Russia2008,0.734,117688407,54128,Generation X
Russia,2009,male,5-14 years,58,2818794,2.06,Russia2009,0.736,153442937,54435,Generation Z
Russia,2009,male,15-24 years,155,2768731,5.6,Russia2009,0.736,150717724,54435,Boomers
Russia,2009,male,25-34 years,222,589902,37.63,Russia2009,0.736,32111709,54435,Boomers
Russia,2009,male,35-54 years,2214,4890943,45.27,Russia2009,0.736,266241753,54435,Generation X
Russia,2009,male,55-74 years,1285,2633995,48.79,Russia2009,0.736,143383279,54435,Silent
Russia,2009,male,75+ years,834,2284935,36.5,Russia2009,0.736,124381965,54435,Generation X
Russia,2009,female,5-14 years,108,2603412,4.15,Russia2009,0.736,141718473,54435,G.I. Generation
Russia,2009,female,15-24 years,67,1538902,4.35,Russia2009,0.736,83771159,54435,Silent
Russia,2009,female,25-34 years,253,2713282,9.32,Russia2009,0.736,147699320,54435,G.I. Generation
Russia,2009,female,35-54 years,539,4961421,10.86,Russia2009,0.736,270078271,54435,Silent
Russia,2009,female,55-74 years,979,3999024,24.48,Russia2009,0.736,217689546,54435,G.I. Generation
Russia,2009,female,75+ years,359,804584,44.62,Russia2009,0.736,43798068,54435,Millenials
Russia,2010,male,5-14 years,118,928521,12.71,Russia2010,0.738,51334595,55286,Generation X
Russia,2010,male,15-24 years,761,3476155,21.89,Russia2010,0.738,192184141,55286,Generation Z
Russia,2010,male,25-34 years,52,888297,5.85,Russia2010,0.738,49110754,55286,Silent
Russia,2010,male,35-54 years,505,1319997,38.26,Russia2010,0.738,72977899,55286,Silent
Russia,2010,male,55-74 years,516,1405184,36.72,Russia2010,0.738,77687583,55286,Generation X
Russia,2010,male,75+ years,507,4277342,11.85,Russia2010,0.738,236478896,55286,Silent
Russia,2010,female,5-14 years,50,1080571,4.63,Russia2010,0.738,59740894,55286,Generation X
Russia,2010,female,15-24 years,60,2433617,2.47,Russia2010,0.738,134545954,55286,Silent
Russia,2010,female,25-34 years,705,4241675,16.62,Russia2010,0.738,234506996,55286,G.I. Generation
Russia,2010,female,35-54 years,231,2831096,8.16,Russia2010,0.738,156521142,55286,Generation X
Russia,2010,female,55-74 years,344,4833453,7.12,Russia2010,0.738,267224279,55286,Boomers
Russia,2010,female,75+ years,56,996324,5.62,Russia2010,0.738,55083180,55286,Generation Z
Russia,2011,male,5-14 years,181,3084377,5.87,Russia2011,0.74,171675468,55659,Boomers
Russia,2011,male,15-24 years,345,923299,37.37,Russia2011,0.74,51390536,55659,Generation Z
Russia,2011,male,25-34 years,1020,2722257,37.47,Russia2011,0.74,151519981,55659,Generation X
Russia,2011,male,35-54 years,781,1677854,46.55,Russia2011,0.74,93388833,55659,Generation Z
Russia,2011,male,55-74 years,106,1619955,6.54,Russia2011,0.74,90166193,55659,G.I. Generation
Russia,2011,male,75+ years,1091,4636577,23.53,Russia2011,0.74,258070439,55659,Generation Z
Russia,2011,female,5-14 years,119,3698134,3.22,Russia2011,0.74,205836992,55659,Generation Z
Russia,2011,female,15-24 years,47,811373,5.79,Russia2011,0.74,45160769,55659,Generation X
Russia,2011,female,25-34 years,1133,4191287,27.03,Russia2011,0.74,233285735,55659,Millenials
Russia,2011,female,35-54 years,918,4492472,20.43,Russia2011,0.74,250049599,55659,Generation Z
Russia,2011,female,55-74 years,37,767449,4.82,Russia2011,0.74,42715973,55659,Generation X
Russia,2011,female,75+ years,254,2860912,8.88,Russia2011,0.74,159237475,55659,Millenials
Russia,2012,male,5-14 years,167,2915575,5.73,Russia2012,0.742,196123684,67267,Generation X
Russia,2012,male,15-24 years,621,2043404,30.39,Russia2012,0.742,137454848,67267,G.I. Generation
Russia,2012,male,25-34 years,112,1353435,8.28,Russia2012,0.742,91042301,67267,G.I. Generation
Russia,2012,male,35-54 years,2049,4182669,48.99,Russia2012,0.742,281358035,67267,Generation Z
Russia,2012,male,55-74 years,2712,4393368,61.73,Russia2012,0.742,295531248,67267,Generation X
Russia,2012,male,75+ years,590,1736131,33.98,Russia2012,0.742,116785336,67267,Silent
Russia,2012,female,5-14 years,171,3428034,4.99,Russia2012,0.742,230595562,67267,G.I. Generation
Russia,2012,female,15-24 years,360,1950419,18.46,Russia2012,0.742,131199972,67267,Boomers
Russia,2012,female,25-34 years,787,3528426,22.3,Russia2012,0.742,237348690,67267,Boomers
Russia,2012,female,35-54 years,607,2244501,27.04,Russia2012,0.742,150982158,67267,G.I. Generation
Russia,2012,female,55-74 years,53,1095871,4.84,Russia2012,0.742,73716593,67267,Boomers
Russia,2012,female,75+ years,798,2561861,31.15,Russia2012,0.742,172330198,67267,Boomers
Russia,2013,male,5-14 years,110,2713105,4.05,Russia2013,0.744,171632218,63260,Millenials
Russia,2013,male,15-24 years,162,2798597,5.79,Russia2013,0.744,177040480,63260,G.I. Generation
Russia,2013,male,25-34 years,709,3010820,23.55,Russia2013,0.744,190465800,63260,Silent
Russia,2013,male,35-54 years,799,1619192,49.35,Russia2013,0.744,102430799,63260,G.I. Generation
Russia,2013,male,55-74 years,664,3508689,18.92,Russia2013,0.744,221961213,63260,Silent
Russia,2013,male,75+ years,636,938813,67.75,Russia2013,0.744,59389724,63260,Boomers
Russia,2013,female,5-14 years,129,3705064,3.48,Russia2013,0.744,234383982,63260,Millenials
Russia,2013,female,15-24 years,915,4983515,18.36,Russia2013,0.744,315259356,63260,Boomers
Russia,2013,female,25-34 years,393,1921383,20.45,Russia2013,0.744,121547535,63260,Generation X
Russia,2013,female,35-54 years,1246,4880863,25.53,Russia2013,0.744,308765545,63260,Boomers
Russia,2013,female,55-74 years,666,3443181,19.34,Russia2013,0.744,217817148,63260,Generation Z
Russia,2013,female,75+ years,323,1674747,19.29,Russia2013,0.744,105945233,63260,Millenials
Russia,2014,male,5-14 years,333,3005806,11.08,Russia2014,0.746,176699313,58786,Generation Z
Russia,2014,male,15-24 years,142,2440294,5.82,Russia2014,0.746,143455124,58786,G.I. Generation
Russia,2014,male,25-34 years,1446,3358890,43.05,Russia2014,0.746,197455709,58786,Generation Z
Russia,2014,male,35-54 years,2136,4717031,45.28,Russia2014,0.746,277295387,58786,Generation X
Russia,2014,male,55-74 years,644,2191163,29.39,Russia2014,0.746,128809709,58786,Generation Z
Russia,2014,male,75+ years,441,3311520,13.32,Russia2014,0.746,194671016,58786,Silent
Russia,2014,female,5-14 years,58,3706363,1.56,Russia2014,0.746,217882257,58786,Silent
Russia,2014,female,15-24 years,376,2491597,15.09,Russia2014,0.746,146471022,58786,Generation Z
Russia,2014,female,25-34 years,396,4367212,9.07,Russia2014,0.746,256730927,58786,Boomers
Russia,2014,female,35-54 years,215,980771,21.92,Russia2014,0.746,57655604,58786,Silent
Russia,2014,female,55-74 years,68,1231599,5.52,Russia2014,0.746,72400779,58786,Millenials
Russia,2014,female,75+ years,599,2969511,20.17,Russia2014,0.746,174565675,58786,Silent
Russia,2015,male,5-14 years,228,3456281,6.6,Russia2015,0.748,224645508,64996,Boomers
Russia,2015,male,15-24 years,123,1622363,7.58,Russia2015,0.748,105447607,64996,G.I. Generation
Russia,2015,male,25-34 years,582,1983423,29.34,Russia2015,0.748,128915174,64996,Generation Z
Russia,2015,male,35-54 years,1431,3824641,37.42,Russia2015,0.748,248587549,64996,Generation Z
Russia,2015,male,55-74 years,978,1712049,57.12,Russia2015,0.748,111276866,64996,Boomers
Russia,2015,male,75+ years,1152,3960653,29.09,Russia2015,0.748,257427827,64996,Generation X
Russia,2015,female,5-14 years,120,1750878,6.85,Russia2015,0.748,113800608,64996,Generation Z
Russia,2015,female,15-24 years,123,3665917,3.36,Russia2015,0.748,238271075,64996,Millenials
Russia,2015,female,25-34 years,491,2228748,22.03,Russia2015,0.748,144860394,64996,Silent
Russia,2015,female,35-54 years,801,2510134,31.91,Russia2015,0.748,163149445,64996,G.I. Generation
Russia,2015,female,55-74 years,494,1840866,26.84,Russia2015,0.748,119649495,64996,Millenials
Russia,2015,female,75+ years,151,1545606,9.77,Russia2015,0.748,100458685,64996,Boomers
France,2000,male,5-14 years,76,1108561,6.86,France2000,0.641,6366131,5742,Silent
France,2000,male,15-24 years,153,2324371,6.58,France2000,0.641,13348160,5742,Boomers
France,2000,male,25-34 years,179,1157175,15.47,France2000,0.641,6645306,5742,Generation Z
France,2000,male,35-54 years,603,1247236,48.35,France2000,0.641,7162499,5742,Generation X
France,2000,male,55-74 years,62,269922,22.97,France2000,0.641,1550080,5742,Boomers
France,2000,male,75+ years,196,2192599,8.94,France2000,0.641,12591434,5742,Silent
France,2000,female,5-14 years,14,1087224,1.29,France2000,0.641,6243599,5742,Silent
France,2000,female,15-24 years,305,1560147,19.55,France2000,0.641,8959453,5742,Silent
France,2000,female,25-34 years,70,584507,11.98,France2000,0.641,3356647,5742,G.I. Generation
France,2000,female,35-54 years,425,3763008,11.29,France2000,0.641,21609818,5742,Boomers
France,2000,female,55-74 years,448,2109408,21.24,France2000,0.641,12113693,5742,Silent
France,2000,female,75+ years,177,897568,19.72,France2000,0.641,5154462,5742,Millenials
France,2001,male,5-14 years,283,2698157,10.49,France2001,0.643,17260330,6397,Generation Z
France,2001,male,15-24 years,236,4806996,4.91,France2001,0.643,30750746,6397,Generation Z
France,2001,male,25-34 years,1685,4147227,40.63,France2001,0.643,26530150,6397,Boomers
France,2001,male,35-54 years,235,418808,56.11,France2001,0.643,2679149,6397,Generation X
France,2001,male,55-74 years,78,570500,13.67,France2001,0.643,3649535,6397,Silent
France,2001,male,75+ years,1623,3832438,42.35,France2001,0.643,24516419,6397,G.I. Generation
France,2001,female,5-14 years,164,3515486,4.67,France2001,0.643,22488851,6397,Generation Z
France,2001,female,15-24 years,231,2034269,11.36,France2001,0.643,13013385,6397,Boomers
France,2001,female,25-34 years,43,1015388,4.23,France2001,0.643,6495520,6397,Generation X
France,2001,female,35-54 years,94,2194126,4.28,France2001,0.643,14036003,6397,Generation Z
France,2001,female,55-74 years,344,4944991,6.96,France2001,0.643,31633511,6397,Generation Z
France,2001,female,75+ years,597,3697550,16.15,France2001,0.643,23653529,6397,Millenials
France,2002,male,5-14 years,31,444679,6.97,France2002,0.645,2680144,6027,Silent
France,2002,male,15-24 years,639,2825258,22.62,France2002,0.645,17028236,6027,Millenials
France,2002,male,25-34 years,324,1546883,20.95,France2002,0.645,9323286,6027,G.I. Generation
France,2002,male,35-54 years,785,1759629,44.61,France2002,0.645,10605536,6027,Millenials
France,2002,male,55-74 years,348,1278355,27.22,France2002,0.645,7704829,6027,Generation Z
France,2002,male,75+ years,558,1068281,52.23,France2002,0.645,6438683,6027,Boomers
France,2002,female,5-14 years,118,2216052,5.32,France2002,0.645,13356464,6027,G.I. Generation
France,2002,female,15-24 years,39,526271,7.41,France2002,0.645,3171910,6027,G.I. Generation
France,2002,female,25-34 years,118,871939,13.53,France2002,0.645,5255301,6027,Millenials
France,2002,female,35-54 years,526,3169329,16.6,France2002,0.645,19102001,6027,Boomers
France,2002,female,55-74 years,515,3442189,14.96,France2002,0.645,20746568,6027,Boomers
France,2002,female,75+ years,955,3704832,25.78,France2002,0.645,22329555,6027,Millenials
France,2003,male,5-14 years,66,1199913,5.5,France2003,0.647,8668753,7224,G.I. Generation
France,2003,male,15-24 years,962,3563482,27.0,France2003,0.647,25744322,7224,Silent
France,2003,male,25-34 years,337,2962848,11.37,France2003,0.647,21405051,7224,G.I. Generation
France,2003,male,35-54 years,510,2937377,17.36,France2003,0.647,21221036,7224,G.I. Generation
France,2003,male,55-74 years,944,1903192,49.6,France2003,0.647,13749582,7224,Generation Z
France,2003,male,75+ years,909,1786692,50.88,France2003,0.647,12907929,7224,Millenials
